"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2011-08-09","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","16,000","","0.31"
"2011-08-10","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","3,100","","0.31"
"2011-08-11","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.30","0.31","40,700","","0.31"
"2011-08-12","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","11,300","","0.31"
"2011-08-15","GOIL","0.33","0.28","0.31","0.31","0.30","-0.01","","0.30","22,100","","0.30"
"2011-08-16","GOIL","0.33","0.28","0.30","0.30","0.30","0.00","0.30","0.31","154,800","","0.30"
"2011-08-17","GOIL","0.33","0.28","0.30","0.30","0.31","0.01","0.31","0.32","17,100","","0.31"
"2011-08-18","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","","0.31","5,300","","0.31"
"2011-08-19","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.33","6,200","","0.33"
"2011-08-19","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.33","6,200","","0.33"
"2011-08-24","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","11,000","","0.31"
"2011-08-25","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.32","","19,900","","0.32"
"2011-08-26","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.32","22,200","","0.32"
"2011-08-29","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","11,500","","0.31"
"2011-08-23","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","20,500","","0.31"
"2011-08-22","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.32","0.33","28,100","","0.32"
"2011-08-30","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.32","4,500","","0.31"
"2011-09-01","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","5,800","","0.31"
"2011-09-02","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","38,400","","0.31"
"2011-09-05","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","2,400","","0.31"
"2011-09-06","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","","123,900","","0.32"
"2011-09-07","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","","0","","0.32"
"2011-09-08","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","","0.31","300","","0.31"
"2011-09-09","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","15,200","","0.31"
"2011-09-12","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","0","","0.31"
"2011-09-13","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","8,300","","0.31"
"2011-09-14","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","14,000","","0.31"
"2011-09-15","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.32","1,500","","0.32"
"2011-09-16","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.32","35,600","","0.32"
"2011-09-19","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","27,400","","0.31"
"2011-09-20","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.32","10,200","","0.32"
"2011-09-22","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","10,500","","0.31"
"2011-09-23","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","","0.32","35,300","","0.31"
"2011-09-26","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.32","9,400","","0.32"
"2011-09-27","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","18,000","","0.32"
"2011-09-28","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","","115,200","","0.31"
"2011-09-29","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.35","77,600","","0.32"
"2011-09-30","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","","2,000","","0.32"
"2011-10-03","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.32","600","","0.32"
"2011-10-04","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","0.32","0","","0.32"
"2011-10-05","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","0.34","230,800","","0.32"
"2011-10-06","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","12,000","","0.31"
"2011-10-07","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","1,600","","0.31"
"2011-10-10","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.31","0.32","267,700","","0.32"
"2011-10-11","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","0.32","0","","0.32"
"2011-10-12","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","0.32","0","","0.32"
"2011-10-13","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","6,200","","0.31"
"2011-10-14","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","7,000","","0.31"
"2011-10-17","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.32","","102,200","","0.31"
"2011-10-18","GOIL","0.33","0.28","0.32","0.32","0.33","0.01","0.32","","201,200","","0.32"
"2011-10-19","GOIL","0.33","0.28","0.33","0.33","0.33","0.00","0.31","","0","","0.33"
"2011-10-20","GOIL","0.33","0.28","0.33","0.33","0.32","-0.01","0.31","0.32","700","","0.32"
"2011-10-21","GOIL","0.33","0.28","0.32","0.32","0.33","0.01","0.32","","172,000","","0.33"
"2011-10-24","GOIL","0.33","0.28","0.33","0.33","0.33","0.00","0.31","0.33","1,100","","0.33"
"2011-10-25","GOIL","0.33","0.28","0.33","0.33","0.32","-0.01","0.31","0.32","4,100","","0.32"
"2011-10-26","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.35","30,500","","0.32"
"2011-10-27","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","","15,000","","0.32"
"2011-10-28","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","","33,800","","0.32"
"2011-10-31","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","","4,800","","0.32"
"2011-11-01","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.32","100","","0.32"
"2011-11-02","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","180,600","","0.32"
"2011-11-03","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","1,900","","0.31"
"2011-11-04","GOIL","0.33","0.28","0.32","0.31","0.31","0.00","0.31","0.32","23,900","","0.31"
"2011-11-08","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","","0.32","0","","0.31"
"2011-11-09","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","0","","0.31"
"2011-11-10","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.32","0.33","234,000","","0.32"
"2011-11-11","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","54,900","","0.32"
"2011-11-14","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.33","21,900","","0.32"
"2011-11-15","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.33","4,200","","0.32"
"2011-11-16","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","11,800","","0.32"
"2011-11-17","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.33","25,500","","0.31"
"2011-11-18","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","0","","0.32"
"2011-11-21","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","29,400","","0.32"
"2011-11-22","GOIL","0.33","0.28","0.32","0.32","0.31","-0.01","0.31","0.32","1,000","","0.31"
"2011-11-23","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","3,200","","0.32"
"2011-11-24","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","4,500","","0.31"
"2011-11-25","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","8,700","","0.31"
"2011-11-28","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","11,500","","0.31"
"2011-11-29","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","","2,100","","0.31"
"2011-11-30","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","1.51","","0","","0.31"
"2011-12-01","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","3,900","","0.32"
"2011-12-05","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","500","","0.31"
"2011-12-06","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","0","","0.31"
"2011-12-07","GOIL","0.33","0.28","0.31","0.31","0.31","0.00","0.31","0.32","39,600","","0.31"
"2011-12-08","GOIL","0.33","0.28","0.31","0.31","0.32","0.01","0.32","0.33","6,600","","0.32"
"2011-12-09","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.35","30,200","","0.32"
"2011-12-12","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","15,000","","0.32"
"2011-12-13","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","106,500","","0.32"
"2011-12-14","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","","","0","","0.32"
"2011-12-15","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.34","0","","0.32"
"2011-12-16","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.34","0","","0.32"
"2011-12-19","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","0","","0.32"
"2011-12-20","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","12,000","","0.32"
"2011-12-21","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","3,700","","0.32"
"2011-12-22","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","0","","0.32"
"2011-12-23","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","4,000","","0.32"
"2011-12-28","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.31","0.32","0","","0.32"
"2011-12-29","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","5,300","","0.32"
"2011-12-30","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","85,800","","0.32"
"2012-01-03","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","0","","0.32"
"2012-01-04","GOIL","0.33","0.28","0.32","0.32","0.32","0.00","0.32","0.33","45,200","","0.32"
"2012-01-05","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","","20,000","","0.32"
"2012-01-06","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","0.33","2,500","","0.32"
"2012-01-09","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","0.34","8,700","","0.32"
"2012-01-10","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","0.34","64,600","","0.32"
"2012-01-11","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","","3,000","","0.32"
"2012-01-12","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","0.33","21,500","","0.32"
"2012-01-13","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","0.33","10,600","","0.32"
"2012-01-16","GOIL","0.32","0.32","0.32","0.32","0.32","0.00","0.32","","26,200","","0.32"
"2012-01-17","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.33","","19,600","","0.33"
"2012-01-18","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-01-19","GOIL","0.33","0.32","0.33","0.33","0.32","-0.01","0.32","0.33","6,000","","0.32"
"2012-01-20","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.32","0.34","98,000","","0.33"
"2012-01-23","GOIL","0.33","0.32","0.33","0.33","0.32","-0.01","0.32","0.33","10,500","","0.32"
"2012-01-24","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","","","0","","0.32"
"2012-01-25","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","","1,200","","0.32"
"2012-01-26","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","2,300","","0.32"
"2012-01-27","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","","77,000","","0.32"
"2012-01-30","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","","118,100","","0.32"
"2012-01-31","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","","0","","0.32"
"2012-02-01","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","","13,100","","0.32"
"2012-02-02","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.32","0.33","100,400","","0.32"
"2012-02-03","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","","50,900","","0.33"
"2012-02-06","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-02-07","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.34","28,900","","0.33"
"2012-02-08","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.35","135,000","","0.33"
"2012-02-09","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.33","0.35","100","","0.33"
"2012-02-10","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.33","","0","","0.33"
"2012-02-13","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","7,900","","0.33"
"2012-02-14","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-02-15","GOIL","0.33","0.32","0.33","0.33","0.32","-0.01","0.32","0.33","6,100","","0.32"
"2012-02-16","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.32","","53,300","","0.33"
"2012-02-17","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-02-20","GOIL","0.33","0.32","0.33","0.33","0.32","-0.01","0.32","0.33","4,700","","0.32"
"2012-02-21","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.32","","24,900","","0.33"
"2012-02-22","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-02-23","GOIL","0.33","0.32","0.33","0.33","0.32","-0.01","0.32","0.33","7,200","","0.32"
"2012-02-24","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","10,200","","0.32"
"2012-02-27","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","0","","0.32"
"2012-02-28","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","5,000","","0.32"
"2012-02-29","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","400","","0.32"
"2012-03-01","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","1,400","","0.32"
"2012-03-02","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","19,400","","0.32"
"2012-03-05","GOIL","0.33","0.32","0.32","0.32","0.32","0.00","0.32","0.33","1,000","","0.32"
"2012-03-07","GOIL","0.33","0.32","0.32","0.32","0.33","0.01","0.32","0.33","18,400","","0.33"
"2012-03-08","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","","16,100","","0.33"
"2012-03-09","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.33","","0","","0.33"
"2012-03-12","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.32","0.33","0","","0.33"
"2012-03-13","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.33","","10,700","","0.33"
"2012-03-14","GOIL","0.33","0.32","0.33","0.33","0.33","0.00","0.33","","49,100","","0.33"
"2012-03-15","GOIL","0.34","0.32","0.33","0.33","0.34","0.01","0.33","","119,300","","0.34"
"2012-03-16","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.34","0","","0.34"
"2012-03-19","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.35","60,600","","0.34"
"2012-03-20","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.35","32,900","","0.34"
"2012-03-21","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.34","0","","0.34"
"2012-03-22","GOIL","0.34","0.32","0.34","0.34","0.33","-0.01","0.33","0.34","8,000","","0.33"
"2012-03-23","GOIL","0.34","0.32","0.33","0.33","0.33","0.00","0.33","0.34","0","","0.33"
"2012-03-26","GOIL","0.34","0.32","0.33","0.33","0.34","0.01","0.33","0.35","59,100","","0.34"
"2012-03-27","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.35","52,400","","0.34"
"2012-03-28","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.34","0.35","19,800","","0.34"
"2012-03-29","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.33","0.34","0","","0.34"
"2012-03-30","GOIL","0.34","0.32","0.34","0.34","0.34","0.00","0.34","","67,600","","0.34"
"2012-04-02","GOIL","0.37","0.32","0.34","0.34","0.37","0.03","0.32","0.37","1,147,400","","0.34"
"2012-04-03","GOIL","0.37","0.32","0.37","0.37","0.37","0.00","0.33","0.37","0","","0.37"
"2012-04-04","GOIL","0.37","0.32","0.37","0.37","0.37","0.00","0.34","0.37","0","","0.37"
"2012-04-05","GOIL","0.37","0.32","0.37","0.37","0.36","-0.01","0.35","0.36","400","","0.36"
"2012-04-10","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","0.36","0.37","184,400","","0.36"
"2012-04-11","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","900","","0.36"
"2012-04-12","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.37","105,600","","0.36"
"2012-04-13","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","0","","0.36"
"2012-04-16","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.37","248,700","","0.36"
"2012-04-17","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","0","","0.36"
"2012-04-18","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","0","","0.36"
"2012-04-19","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","0","","0.36"
"2012-04-20","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","","246,100","","0.36"
"2012-04-23","GOIL","0.37","0.32","0.36","0.36","0.36","0.00","","0.36","0","","0.36"
"2012-04-24","GOIL","0.38","0.32","0.36","0.36","0.38","0.02","","","952,800","","0.36"
"2012-04-25","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.36","0.38","0","","0.38"
"2012-04-26","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","0.39","160,000","","0.38"
"2012-04-27","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","","72,000","","0.38"
"2012-04-30","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","","143,400","","0.38"
"2012-05-02","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","","43,700","","0.38"
"2012-05-03","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","","0.38","100","","0.38"
"2012-05-04","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","0.40","274,500","","0.38"
"2012-05-07","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","0.40","19,000","","0.38"
"2012-05-08","GOIL","0.38","0.32","0.38","0.38","0.38","0.00","0.38","0.40","230,100","","0.38"
"2012-05-09","GOIL","0.38","0.32","0.38","0.38","0.39","0.01","0.39","0.40","155,500","","0.39"
"2012-05-10","GOIL","0.38","0.32","0.39","0.39","0.39","0.00","0.39","0.40","71,800","","0.39"
"2012-05-11","GOIL","0.41","0.32","0.39","0.39","0.41","0.02","0.40","","292,100","","0.41"
"2012-05-14","GOIL","0.41","0.32","0.41","0.41","0.41","0.00","0.41","","15,400","","0.41"
"2012-05-15","GOIL","0.41","0.32","0.41","0.41","0.41","0.00","0.41","0.43","96,700","","0.41"
"2012-05-16","GOIL","0.41","0.32","0.41","0.41","0.41","0.00","0.41","0.42","138,400","","0.41"
"2012-05-17","GOIL","0.41","0.32","0.41","0.41","0.41","0.00","0.41","0.42","139,400","","0.41"
"2012-05-18","GOIL","0.43","0.32","0.41","0.41","0.43","0.02","0.43","0.44","1,902,600","","0.41"
"2012-05-21","GOIL","0.43","0.32","0.43","0.43","0.43","0.00","0.43","0.45","117,700","","0.43"
"2012-05-22","GOIL","0.45","0.32","0.43","0.43","0.45","0.02","0.43","0.45","72,600","","0.45"
"2012-05-23","GOIL","0.46","0.32","0.45","0.45","0.46","0.01","0.46","","200,200","","0.46"
"2012-05-24","GOIL","0.46","0.32","0.46","0.46","0.46","0.00","0.46","0.47","54,800","","0.46"
"2012-05-28","GOIL","0.46","0.32","0.46","0.46","0.46","0.00","0.46","0.47","109,800","","0.46"
"2012-05-29","GOIL","0.47","0.32","0.46","0.46","0.47","0.01","0.47","0.49","204,400","","0.47"
"2012-05-30","GOIL","0.47","0.32","0.47","0.47","0.47","0.00","0.47","0.48","48,300","","0.47"
"2012-05-31","GOIL","0.47","0.32","0.47","0.47","0.47","0.00","","0.47","1,000","","0.47"
"2012-06-01","GOIL","0.47","0.32","0.47","0.47","0.47","0.00","0.47","0.48","5,400","","0.47"
"2012-06-04","GOIL","0.47","0.32","0.47","0.47","0.49","0.02","0.48","0.49","288,200","","0.49"
"2012-06-05","GOIL","0.47","0.32","0.49","0.49","0.49","0.00","0.48","0.49","3,200","","0.49"
"2012-06-06","GOIL","0.47","0.32","0.49","0.49","0.49","0.00","0.48","0.49","100,200","","0.49"
"2012-06-07","GOIL","0.47","0.32","0.49","0.49","0.49","0.00","0.48","0.49","","","0.49"
"2012-06-08","GOIL","0.47","0.32","0.49","0.49","0.48","-0.01","0.49","","141,200","","0.49"
"2012-06-12","GOIL","0.49","0.32","0.49","0.49","0.49","0.00","0.49","0.50","172,600","","0.49"
"2012-06-11","GOIL","0.47","0.32","0.49","0.49","0.48","-0.01","0.49","","141,200","","0.49"
"2012-06-13","GOIL","0.49","0.32","0.49","0.49","0.49","0.00","0.49","0.50","46,500","","0.49"
"2012-06-14","GOIL","0.49","0.32","0.49","0.49","0.49","0.00","0.49","0.50","88,800","","0.49"
"2012-06-15","GOIL","0.50","0.32","0.49","0.49","0.50","0.01","0.49","0.50","4,300","","0.50"
"2012-06-18","GOIL","0.50","0.32","0.50","0.50","0.49","-0.01","0.49","0.50","30,500","","0.50"
"2012-06-19","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","40,800","","0.49"
"2012-06-20","GOIL","0.50","0.32","0.49","0.49","0.48","-0.01","0.47","0.48","25,100","","0.47"
"2012-06-21","GOIL","0.50","0.32","0.48","0.48","0.48","0.00","0.48","0.49","129,200","","0.47"
"2012-06-22","GOIL","0.50","0.32","0.48","0.48","0.48","0.00","0.48","0.49","129,200","","0.47"
"2012-06-25","GOIL","0.50","0.32","0.48","0.48","0.49","0.01","0.48","0.50","384,900","","0.49"
"2012-06-26","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","110,300","","0.49"
"2012-06-27","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","3,700","","0.49"
"2012-06-28","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","88,600","","0.49"
"2012-06-29","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","15,500","","0.49"
"2012-07-03","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","1,500","","0.49"
"2012-07-04","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","34,000","","0.49"
"2012-07-05","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","3,700","","0.49"
"2012-07-06","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","55,500","","0.50"
"2012-07-09","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","72,400","","0.49"
"2012-07-10","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","2,500","","0.49"
"2012-07-11","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","60,800","","0.49"
"2012-07-12","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","3,500","","0.49"
"2012-07-13","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","27,600","","0.49"
"2012-07-16","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","200","","0.49"
"2012-07-17","GOIL","0.50","0.32","0.49","0.49","0.49","0.00","0.49","0.50","40,800","","0.49"
"2012-07-18","GOIL","0.50","0.32","0.49","0.49","0.50","0.01","0.49","0.51","233,800","","0.50"
"2012-07-19","GOIL","0.50","0.32","0.50","0.50","0.50","0.00","0.49","0.51","104,100","","0.50"
"2012-07-23","GOIL","0.51","0.32","0.50","0.50","0.51","0.01","0.50","","356,200","","0.51"
"2012-07-24","GOIL","0.51","0.32","0.51","0.51","0.51","0.00","","2.75","31,400","","0.51"
"2012-07-25","GOIL","0.51","0.32","0.51","0.51","0.51","0.00","0.52","","56,700","","0.52"
"2012-07-26","GOIL","0.51","0.32","0.51","0.51","0.51","0.00","0.51","0.52","0","","0.51"
"2012-07-27","GOIL","0.52","0.32","0.51","0.51","0.52","0.01","0.52","","20,600","","0.52"
"2012-07-30","GOIL","0.52","0.32","0.52","0.52","0.52","0.00","0.52","","36,200","","0.52"
"2012-07-31","GOIL","0.52","0.32","0.52","0.52","0.52","0.00","0.52","","17,400","","0.52"
"2012-08-01","GOIL","0.52","0.32","0.52","0.52","0.52","0.00","0.52","0.53","0","","0.52"
"2012-08-02","GOIL","0.52","0.32","0.52","0.52","0.52","0.00","","0.53","1,100","","0.52"
"2012-08-03","GOIL","0.52","0.32","0.52","0.52","0.52","0.00","0.46","0.52","0","","0.52"
"2012-08-06","GOIL","0.53","0.32","0.52","0.52","0.53","0.01","0.52","0.53","197,200","","0.53"
"2012-08-07","GOIL","0.53","0.32","0.53","0.53","0.52","-0.01","","0.53","10,700","","0.52"
"2012-08-08","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","","0.52","23,700","","0.52"
"2012-08-09","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","","0.52","0","","0.52"
"2012-08-13","GOIL","0.53","0.32","0.52","0.52","0.53","0.01","","0.53","174,600","","0.53"
"2012-08-14","GOIL","0.53","0.32","0.53","0.53","0.53","0.00","","0.52","0","","0.53"
"2012-08-15","GOIL","0.53","0.32","0.53","0.53","0.53","0.00","0.52","0.53","105,100","","0.53"
"2012-08-16","GOIL","0.53","0.32","0.53","0.53","0.52","-0.01","","0.25","3,000","","0.53"
"2012-08-17","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","","0.52","0","","0.52"
"2012-08-21","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","0.52","0.53","61,300","","0.52"
"2012-08-22","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","0.52","0.53","18,300","","0.52"
"2012-08-23","GOIL","0.53","0.32","0.52","0.52","0.52","0.00","0.52","0.53","12,300","","0.52"
