"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2007-11-16","GOIL","0.2153","0.2150","0.2000","0.2150","0.2153","0.0153","","","62800","","0"
"2007-11-19","GOIL","0.2153","0.2150","0.2153","0.2153","0.2153","0.0000","0.2154","0.0000","0","","0"
"2007-11-20","GOIL","0.2153","0.2150","0.2153","0.2153","0.2153","0.0000","0.2155","0.0000","0","","0"
"2007-11-21","GOIL","0.2260","0.2150","0.2153","0.2153","0.2260","0.0107","0.2260","0.0000","1090400","","0"
"2007-11-22","GOIL","0.2260","0.2150","0.2260","0.2260","0.2260","0.0000","0.2260","0.0000","0","","0"
"2007-11-23","GOIL","0.2300","0.2150","0.2260","0.2260","0.2300","0.0040","0.2300","0.0000","15000","","0"
"2007-11-26","GOIL","0.2401","0.2150","0.2300","0.2300","0.2401","0.0101","0.2351","0.0000","176100","","0"
"2007-11-27","GOIL","0.2500","0.2150","0.2401","0.2401","0.2500","0.0099","0.2402","0.0000","2129000","","0"
"2007-11-28","GOIL","0.2501","0.2150","0.2500","0.2500","0.2501","0.0001","0.2501","0.0000","4000","","0"
"2007-11-29","GOIL","0.2504","0.2150","0.2501","0.2501","0.2504","0.0003","0.2503","0.0000","7800","","0"
"2007-11-30","GOIL","0.2505","0.2150","0.2504","0.2504","0.2505","0.0001","0.2505","0.0000","42500","","0"
"2007-12-03","GOIL","0.2507","0.2150","0.2505","0.2505","0.2507","0.0002","0.2507","0.0000","4000","","0"
"2007-12-04","GOIL","0.2600","0.2150","0.2507","0.2507","0.2600","0.0093","0.2508","0.0000","12500","","0"
"2007-12-05","GOIL","0.2611","0.2150","0.2600","0.2600","0.2611","0.0011","0.2611","0.0000","77000","","0"
"2007-12-06","GOIL","0.2612","0.2150","0.2611","0.2611","0.2612","0.0001","0.2612","0.0000","5000","","0"
"2007-12-10","GOIL","0.2650","0.2150","0.2612","0.2612","0.2650","0.0038","0.2650","0.0000","21100","","0"
"2007-12-11","GOIL","0.2650","0.2150","0.2650","0.2650","0.2650","0.0000","0.2651","0.0000","0","","0"
"2007-12-12","GOIL","0.2660","0.2150","0.2650","0.2650","0.2660","0.0010","0.2650","0.0000","1200","","0"
"2007-12-13","GOIL","0.2660","0.2150","0.2660","0.2660","0.2660","0.0000","0.2660","0.0000","0","","0"
"2007-12-14","GOIL","0.2670","0.2150","0.2660","0.2660","0.2670","0.0010","0.2660","0.0000","42200","","0"
"2007-12-17","GOIL","0.2751","0.2150","0.2670","0.2670","0.2751","0.0081","0.2755","0.0000","185500","","0"
"2007-12-18","GOIL","0.2900","0.2150","0.2751","0.2751","0.2900","0.0149","0.2900","0.0000","98400","","0"
"2007-12-20","GOIL","0.3100","0.2150","0.2900","0.2900","0.3100","0.0200","0.3000","0.0000","367000","","0"
"2007-12-21","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","40000","","0"
"2007-12-24","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3090","64100","","0"
"2007-12-24","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3090","64100","","0"
"2007-12-27","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3095","2300","","0"
"2007-12-28","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3095","0","","0"
"2007-12-31","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.2900","0.3100","870300","","0"
"2008-01-02","GOIL","0.3100","0.2150","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","777000","","0"
"2008-01-03","GOIL","0.3100","0.3100","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","0","","0"
"2008-01-04","GOIL","0.3100","0.3100","0.3100","0.3100","0.3100","0.0000","0.3000","0.3100","320700","","0"
"2008-01-07","GOIL","0.3100","0.3100","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","3600","","0"
"2008-01-08","GOIL","0.3100","0.3100","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","45500","","0"
"2008-01-09","GOIL","0.3100","0.3000","0.3100","0.3100","0.3000","-0.0100","","","30200","","0"
"2008-01-10","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","3700","","0"
"2008-01-11","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.2999","79700","","0"
"2008-01-14","GOIL","0.3100","0.3000","0.3000","0.3000","0.3100","0.0100","0.0000","0.3100","35200","","0"
"2008-01-15","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","18600","","0"
"2008-01-16","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","77500","","0"
"2008-01-17","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","0","","0"
"2008-01-18","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","12100","","0"
"2008-01-21","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","7600","","0"
"2008-01-22","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","22200","","0"
"2008-01-23","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3099","11600","","0"
"2008-01-24","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","41600","","0"
"2008-01-25","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3098","600","","0"
"2008-01-28","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3098","8300","","0"
"2008-01-29","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","16100","","0"
"2008-01-30","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3097","15000","","0"
"2008-01-31","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.3098","0.0000","6000","","0"
"2008-02-01","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3098","5600","","0"
"2008-02-04","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","1600","","0"
"2008-02-05","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3098","21700","","0"
"2008-02-06","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","151600","","0"
"2008-02-07","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","0","","0"
"2008-02-08","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","600","","0"
"2008-02-11","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","100","","0"
"2008-02-12","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","23100","","0"
"2008-02-13","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3000","7100","","0"
"2008-02-14","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","7800","","0"
"2008-02-15","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","16700","","0"
"2008-02-18","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","3800","","0"
"2008-02-19","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3000","0","","0"
"2008-02-20","GOIL","0.3100","0.3000","0.3100","0.3100","0.3100","0.0000","0.0000","0.3100","9100","","0"
"2008-02-21","GOIL","0.3100","0.3000","0.3100","0.3100","0.3000","-0.0100","0.0000","0.3100","9900","","0"
"2008-02-22","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","2200","","0"
"2008-02-25","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","1900","","0"
"2008-02-26","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","12700","","0"
"2008-02-27","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","5000","","0"
"2008-02-28","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","28700","","0"
"2008-02-29","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.2900","3200","","0"
"2008-03-03","GOIL","0.3100","0.3000","0.3000","0.3000","0.3000","0.0000","0.0000","0.3000","13900","","0"
"2008-03-04","GOIL","0.3100","0.2800","0.3000","0.3000","0.2800","-0.0200","0.0000","0.3000","299700","","0"
"2008-03-05","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","0.0000","0.2800","100","","0"
"2008-03-07","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","0.0000","0.2800","4000","","0"
"2008-03-10","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","0.0000","0.2800","1400","","0"
"2008-03-11","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","0.0000","0.2800","17600","","0"
"2008-03-12","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","","0.2800","4000","","0"
"2008-03-13","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","","0.2800","0","","0"
"2008-03-14","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","","0.2800","1700","","0"
"2008-03-17","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","","0.2800","1100","","0"
"2008-03-18","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","0.2600","0.2800","1900","","0"
"2008-03-19","GOIL","0.3100","0.2800","0.2800","0.2800","0.2800","0.0000","","0.2800","1041100","","0"
"2008-03-20","GOIL","0.3100","0.2700","0.2800","0.2800","0.2700","-0.0100","","0.2700","10400","","0"
"2008-03-25","GOIL","0.3100","0.2700","0.2700","0.2700","0.2700","0.0000","0.2500","0.2700","140500","","0"
"2008-03-26","GOIL","0.3100","0.2500","0.2700","0.2700","0.2500","-0.0200","0.2500","0.2600","8600","","0"
"2008-03-27","GOIL","0.3100","0.2500","0.2500","0.2500","0.2600","0.0100","","","90200","","0"
"2008-03-28","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","","85900","","0"
"2008-03-31","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.2600","0.2600","28500","","0"
"2008-04-01","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","","1800","","0"
"2008-04-02","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","9000","","0"
"2008-04-03","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.2500","0.2600","7000","","0"
"2008-04-04","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","30200","","0"
"2008-04-07","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","8100","","0"
"2008-04-08","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.2400","0.2600","500","","0"
"2008-04-09","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","20500","","0"
"2008-04-10","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","3400","","0"
"2008-04-11","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","13500","","0"
"2008-04-14","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","5700","","0"
"2008-04-16","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","5600","","0"
"2008-04-17","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","1000","","0"
"2008-04-18","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","1100","","0"
"2008-04-21","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","1500","","0"
"2008-04-22","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","5200","","0"
"2008-04-23","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","0","","0"
"2008-04-24","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","11200","","0"
"2008-04-25","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","26100","","0"
"2008-04-28","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2500","3300","","0"
"2008-04-29","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2500","12600","","0"
"2008-04-30","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2500","0","","0"
"2008-05-02","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2500","900","","0"
"2008-05-05","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","4200","","0"
"2008-05-06","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","58400","","0"
"2008-05-07","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2500","0","","0"
"2008-05-08","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","0","","0"
"2008-05-09","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","0.2600","10000","","0"
"2008-05-12","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","168600","","0"
"2008-05-13","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","","","22300","","0"
"2008-05-14","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","5400","","0"
"2008-05-15","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","6300","","0"
"2008-05-16","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2500","2000","","0"
"2008-05-19","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","10200","","0"
"2008-05-20","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","4000","","0"
"2008-05-21","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","0","","0"
"2008-05-22","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","4100","","0"
"2008-05-23","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2500","40500","","0"
"2008-05-27","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","31800","","0"
"2008-05-28","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","114300","","0"
"2008-05-29","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","12500","","0"
"2008-05-30","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","171200","","0"
"2008-06-02","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.2600","0.0000","113200","","0"
"2008-06-03","GOIL","0.3100","0.2500","0.2600","0.2600","0.2600","0.0000","0.0000","0.2600","215800","","0"
"2008-06-04","GOIL","0.3100","0.2500","0.2600","0.2600","0.2700","0.0100","","","63200","","0"
"2008-06-05","GOIL","0.3100","0.2500","0.2700","0.2700","0.2800","0.0100","0.2700","0.0000","63300","","0"
"2008-06-06","GOIL","0.3100","0.2500","0.2800","0.2800","0.2800","0.0000","0.2800","0.0000","11000","","0"
"2008-06-09","GOIL","0.3100","0.2500","0.2800","0.2800","0.3000","0.0200","0.3000","0.0000","11500","","0"
"2008-06-10","GOIL","0.3200","0.2500","0.3000","0.3000","0.3200","0.0200","0.3100","0.0000","17700","","0"
"2008-06-11","GOIL","0.3500","0.2500","0.3200","0.3200","0.3500","0.0300","0.0000","0.3500","156100","","0"
"2008-06-12","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.0000","0.3500","51000","","0"
"2008-06-13","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.0000","0.3500","38900","","0"
"2008-06-16","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","","","65000","","0"
"2008-06-17","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.0000","0.3500","22200","","0"
"2008-06-18","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.0000","0.3500","247400","","0"
"2008-06-19","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.3500","0.0000","8700","","0"
"2008-06-20","GOIL","0.3500","0.2500","0.3500","0.3500","0.3500","0.0000","0.3500","0.0000","55800","","0"
"2008-06-23","GOIL","0.3800","0.2500","0.3500","0.3500","0.3800","0.0300","0.3800","0.0000","25100","","0"
"2008-06-24","GOIL","0.3800","0.2500","0.3800","0.3800","0.3800","0.0000","","","61000","","0"
"2008-06-25","GOIL","0.4000","0.2500","0.3800","0.3800","0.4000","0.0200","0.3900","0.0000","21500","","0"
"2008-06-26","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.4000","0.0000","35600","","0"
"2008-06-27","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","20900","","0"
"2008-06-30","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","","","27100","","0"
"2008-07-02","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","14200","","0"
"2008-07-03","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","9200","","0"
"2008-07-04","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","12400","","0"
"2008-07-07","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","3300","","0"
"2008-07-08","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","5800","","0"
"2008-07-09","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","27200","","0"
"2008-07-10","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","4300","","0"
"2008-07-11","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","11000","","0"
"2008-07-14","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","25600","","0"
"2008-07-15","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","600","","0"
"2008-07-16","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","28700","","0"
"2008-07-17","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","3200","","0"
"2008-07-18","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","1500","","0"
"2008-07-21","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","7500","","0"
"2008-07-22","GOIL","0.4000","0.2500","0.4000","0.4000","0.3900","0.0000","0.0000","0.3900","7100","","0"
"2008-07-23","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","5900","","0"
"2008-07-24","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","5500","","0"
"2008-07-25","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","3300","","0"
"2008-07-28","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","7700","","0"
"2008-07-29","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","6200","","0"
"2008-07-30","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","0","","0"
"2008-07-31","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","7200","","0"
"2008-08-01","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","13300","","0"
"2008-08-04","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","5200","","0"
"2008-08-05","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","0","","0"
"2008-08-06","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","1500","","0"
"2008-08-07","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","7200","","0"
"2008-08-08","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","20400","","0"
"2008-08-11","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","1000","","0"
"2008-08-12","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","1200","","0"
"2008-08-13","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","11100","","0"
"2008-08-14","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","0","","0"
"2008-08-15","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","100","","0"
"2008-08-18","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","600","","0"
"2008-08-19","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","2200","","0"
"2008-08-20","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","14000","","0"
"2008-08-21","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3900","5200","","0"
"2008-08-22","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-08-25","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-08-26","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","200","","0"
"2008-08-27","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","51500","","0"
"2008-08-28","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","0","","0"
"2008-08-29","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","700","","0"
"2008-09-01","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","200","","0"
"2008-09-02","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","500","","0"
"2008-09-03","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","5500","","0"
"2008-09-04","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-05","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3700","0","","0"
"2008-09-08","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-09","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-10","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-11","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-12","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-15","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-16","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","900","","0"
"2008-09-17","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-18","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","1100","","0"
"2008-09-19","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.3800","0","","0"
"2008-09-22","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","500","","0"
"2008-09-23","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","500","","0"
"2008-09-24","GOIL","0.4000","0.2500","0.4000","0.4000","0.4000","0.0000","0.0000","0.4000","0","","0"
"2008-09-25","GOIL","0.4000","0.2500","0.4000","0.4000","0.3900","-0.0100","0.0000","0.3900","1000","","0"
"2008-09-26","GOIL","0.4000","0.2500","0.3900","0.3900","0.4000","0.0100","","","0","","0"
"2008-09-29","GOIL","0.4000","0.2500","0.4000","0.4000","0.3900","-0.0100","0.0000","0.3900","0","","0"
"2008-10-01","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3800","1000","","0"
"2008-10-02","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","0","","0"
"2008-10-03","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","2500","","0"
"2008-10-06","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","0","","0"
"2008-10-07","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","900","","0"
"2008-10-08","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3500","1000","","0"
"2008-10-09","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3500","0","","0"
"2008-10-10","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3800","0","","0"
"2008-10-13","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.3500","0.3500","0","","0"
"2008-10-14","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","5000","","0"
"2008-10-15","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.3900","0.0000","0","","0"
"2008-10-17","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.3900","0.3900","0.3900","0","","0"
"2008-10-17","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.3900","0.3900","0","","0"
"2008-10-17","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.3900","0.3900","0.3900","0","","0"
"2008-10-20","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.0000","0","","0"
"2008-10-21","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3800","0","","0"
"2008-10-22","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3500","0","","0"
"2008-10-23","GOIL","0.4000","0.2500","0.3900","0.3900","0.3900","0.0000","0.0000","0.3900","5000","","0"
